Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
IE,Ireland,2000,MF,  21.5,  329.8,6.5,  53.9, 1 417.0,1.7,  75.4,28.5,  641.3,3.4,3.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2001,MF,  19.7,  318.4,6.2,  46.2, 1 469.4,2.0,  65.9,29.9,  638.5,3.1,3.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2002,MF,  24.4,  312.7,7.8,  53.2, 1 528.8,2.2,  77.6,31.4,  641.6,3.8,3.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2003,MF,  25.8,  317.7,8.1,  58.2, 1 559.8,2.2,  84.0,30.7,  642.8,4.0,3.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2004,MF,  25.9,  312.6,8.3,  60.4, 1 609.9,2.2,  86.3,30.0,  639.6,4.0,3.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2005,MF,  29.2,  341.0,8.6,  59.4, 1 699.6,2.5,  88.6,33.0,  640.1,4.6,3.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2006,MF,  30.1,  349.7,8.6,  64.3, 1 788.4,2.4,  94.4,31.9,  635.9,4.7,3.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2007,MF,  31.6,  351.3,9.0,  69.7, 1 866.6,2.4,  101.3,31.2,  634.1,5.0,3.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2008,MF,  41.3,  325.3,12.7,  93.4, 1 910.7,2.6,  134.7,30.7,  618.9,6.7,4.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2009,MF,  66.0,  272.4,24.2,  188.9, 1 899.5,2.4,  254.9,25.9,  583.5,11.3,9.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IE,Ireland,2010,MF,  63.3,  230.2,27.5,  224.3, 1 901.1,2.3,  287.6,22.0,  547.7,11.6,11.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IM,Isle of Man,1991,MF,  0.46,  6.09,7.6,  0.9,  27.099,2.3,  1.36,33.8,  9.643,4.8,3.3,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
IM,Isle of Man,1996,MF,  0.37,  4.898,7.6,  0.864,  29.913,2.6,  1.234,30.0,  8.694,4.3,2.9,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
IM,Isle of Man,2001,MF,  0.201,  5.056,4.0,  0.434,  34.629,3.2,  0.635,31.7,  8.631,2.3,1.3,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
IM,Isle of Man,2006,MF,  0.354,  4.9,7.2,  0.656,  36.9,4.1,  1.01,35.0,  9.3,3.8,1.8,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: April
IL,Israel,1980,MF,  29.7,  224.1,13.3,  33.9, 1 093.7,4.3,  63.6,46.7,  740.9,4.0,3.1,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
IL,Israel,1981,MF,  32.0,  223.3,14.3,  36.4, 1 125.2,4.4,  68.4,46.8,  744.0,4.3,3.2,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
IL,Israel,1982,MF,  31.2,  221.9,14.1,  37.2, 1 144.8,4.3,  68.4,45.6,  753.9,4.1,3.2,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
IL,Israel,1983,MF,  28.6,  222.9,12.8,  34.6, 1 179.7,4.4,  63.2,45.3,  767.0,3.7,2.9,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
IL,Israel,1984,MF,  37.3,  229.5,16.3,  47.8, 1 214.6,4.1,  85.1,43.8,  784.3,4.8,3.9,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
IL,Israel,1985 b,MF,  41.3,  228.24,18.1,  56.14, 1 221.58,3.9,  97.44,42.4,  796.36,5.2,4.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1986,MF,  43.86,  233.18,18.8,  60.92, 1 243.16,3.8,  104.78,41.9,  814.68,5.4,4.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1987,MF,  34.81,  226.26,15.4,  55.59, 1 267.78,3.5,  90.4,38.5,  750.54,4.6,4.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1988,MF,  38.42,  243.4,15.8,  61.43, 1 309.4,3.4,  99.85,38.5,  769.81,5.0,4.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1989,MF,  51.73,  250.32,20.7,  90.78, 1 353.23,3.1,  142.51,36.3,  789.38,6.6,6.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1990,MF,  54.68,  247.66,22.1,  103.06, 1 401.78,3.0,  157.74,34.7,  818.94,6.7,7.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1991,MF,  60.49,  270.07,22.4,  126.66, 1 500.36,2.7,  187.15,32.3,  867.95,7.0,8.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1992,MF,  66.14,  285.83,23.1,  141.22, 1 571.51,2.6,  207.36,31.9,  906.21,7.3,9.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1993,MF,  65.11,  313.64,20.8,  129.68, 1 632.37,2.6,  194.79,33.4,  934.19,7.0,7.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1994,MF,  55.69,  333.25,16.7,  102.76, 1 696.49,2.8,  158.45,35.1,  958.66,5.8,6.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1995,MF,  50.945,  342.271,14.9,  94.06, 1 767.679,2.8,  145.005,35.1,  981.816,5.2,5.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1996,MF,  46.447,  342.638,13.6,  97.664, 1 814.252,2.5,  144.111,32.2, 1 001.967,4.6,5.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1997,MF,  51.879,  346.593,15.0,  117.87, 1 863.317,2.4,  169.749,30.6, 1 021.639,5.1,6.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1998,MF,  59.162,  349.173,16.9,  134.228, 1 916.675,2.4,  193.39,30.6, 1 043.832,5.7,7.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,1999,MF,  59.345,  354.705,16.7,  149.137, 1 990.381,2.2,  208.482,28.5, 1 064.002,5.6,7.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2000,MF,  62.194,  367.098,16.9,  151.586, 2 067.91,2.3,  213.78,29.1, 1 081.801,5.7,7.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2001,MF,  67.091,  363.665,18.4,  166.032, 2 139.925,2.4,  233.123,28.8, 1 093.716,6.1,7.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2002,MF,  71.752,  344.118,20.9,  190.628, 2 202.613,2.4,  262.38,27.3, 1 102.973,6.5,8.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2003,MF,  77.496,  348.694,22.2,  202.31, 2 261.304,2.5,  279.806,27.7, 1 110.466,7.0,8.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2004,MF,  72.994,  356.038,20.5,  204.733, 2 322.487,2.3,  277.727,26.3, 1 118.705,6.5,8.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2005,MF,  65.09,  365.488,17.8,  181.337, 2 374.582,2.3,  246.427,26.4, 1 129.182,5.8,7.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2006,MF,  67.717,  371.217,18.2,  168.412, 2 438.51,2.6,  236.129,28.7, 1 140.277,5.9,6.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2007,MF,  59.897,  373.138,16.1,  151.902, 2 520.653,2.7,  211.799,28.3, 1 151.764,5.2,6.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2008,MF,  46.432,  367.486,12.6,  133.952, 2 589.575,2.4,  180.384,25.7, 1 161.789,4.0,5.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2009,MF,  53.578,  367.312,14.6,  178.259, 2 705.521,2.2,  231.837,23.1, 1 170.902,4.6,6.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IL,Israel,2009 b,MF,  53.687,  364.612,14.7,  175.781, 2 650.751,2.2,  229.468,23.4,,,6.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
IL,Israel,2010,MF,  50.394,  368.19,13.7,  158.491, 2 778.935,2.4,  208.885,24.1, 1 177.82,4.3,5.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
IT,Italy,1980,MF, 1 050.0, 4 196.0,25.0,  635.0, 18 176.0,7.2, 1 685.0,62.3, 9 263.0,11.3,3.5,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,Coverage limitation: Excluding conscripts
IT,Italy,1981,MF, 1 169.0,,,  727.0,,, 1 896.0,61.7,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,Coverage limitation: Excluding conscripts
IT,Italy,1982,MF, 1 278.0, 4 342.0,29.4,  775.0, 18 403.0,7.0, 2 053.0,62.3, 9 484.0,13.5,4.2,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,Coverage limitation: Excluding conscripts
IT,Italy,1983,MF, 1 174.3, 4 064.0,28.9,  752.3, 18 416.9,7.1, 1 926.6,61.0, 8 412.2,14.0,4.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1984,MF, 1 290.6, 4 100.5,31.5,  821.6, 18 347.0,7.0, 2 112.2,61.1, 8 472.0,15.2,4.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1985,MF, 1 293.7, 4 032.2,32.1,  841.1, 18 662.4,7.1, 2 134.8,60.6, 8 463.8,15.3,4.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1986,MF, 1 368.6, 4 109.1,33.3, 1 069.0, 18 986.6,5.9, 2 437.6,56.1, 8 521.9,16.1,5.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1987,MF, 1 367.8, 4 054.9,33.7, 1 111.7, 19 069.301,5.8, 2 479.5,55.2, 8 463.6,16.2,5.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1988,MF, 1 403.7, 4 221.1,33.3, 1 195.5, 19 462.801,5.4, 2 599.2,54.0, 8 642.1,16.2,6.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1989,MF, 1 286.4, 4 047.4,31.8, 1 280.6, 19 308.9,4.8, 2 567.0,50.1, 8 322.7,15.5,6.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1990,MF, 1 139.1, 3 935.0,28.9, 1 162.8, 19 571.699,4.9, 2 301.9,49.5, 8 401.7,13.6,5.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1991,MF, 1 169.7, 4 155.5,28.1, 1 247.1, 19 768.0,4.5, 2 416.8,48.4, 9 007.4,13.0,6.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1992,MF,  992.9, 3 506.5,28.3, 1 144.7, 19 410.0,4.8, 2 137.6,46.4, 8 330.2,11.9,5.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1993,MF, 1 023.1, 3 392.0,30.2, 1 310.5, 19 397.1,4.5, 2 333.6,43.8, 8 254.3,12.4,6.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1994,MF, 1 003.5, 3 156.8,31.8, 1 513.8, 19 536.699,4.1, 2 517.3,39.9, 8 096.6,12.4,7.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1995,MF, 1 019.9, 3 047.1,33.5, 1 619.3, 19 569.699,4.0, 2 639.2,38.6, 7 868.4,13.0,8.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1996,MF, 1 028.0, 2 959.7,34.7, 1 679.6, 19 843.199,4.1, 2 707.6,38.0, 7 656.6,13.4,8.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1997,MF,  983.6, 2 846.3,34.6, 1 768.5, 20 089.5,3.9, 2 752.1,35.7, 7 431.1,13.2,8.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1998,MF,  935.4, 2 770.5,33.8, 1 871.8, 20 394.1,3.7, 2 807.2,33.3, 7 212.9,13.0,9.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,1999,MF,  873.3, 2 650.4,32.9, 1 856.0, 20 696.5,3.7, 2 729.3,32.0, 6 957.8,12.6,9.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2000,MF,  806.1, 2 561.9,31.5, 1 739.0, 20 913.4,3.8, 2 545.1,31.7, 6 730.3,12.0,8.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2001,MF,  657.9, 2 363.5,27.8, 1 610.6, 21 278.199,3.7, 2 268.5,29.0, 6 514.1,10.1,7.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2002,MF,  612.2, 2 255.7,27.1, 1 594.2, 21 707.5,3.7, 2 206.4,27.7, 6 395.5,9.6,7.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2003,MF,  594.5, 2 217.9,26.8, 1 551.3, 21 985.1,3.8, 2 145.8,27.7, 6 403.9,9.3,7.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2004,MF,  542.8, 2 207.3,24.6, 1 380.5, 22 153.6,3.9, 1 923.3,28.2, 6 036.0,9.0,6.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2005,MF,  489.7, 2 044.3,24.0, 1 398.9, 22 407.1,3.8, 1 888.6,25.9, 6 056.4,8.1,6.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2006,MF,  424.7, 1 966.3,21.6, 1 248.7, 22 695.301,3.9, 1 673.4,25.4, 6 049.7,7.0,5.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2007,MF,  379.8, 1 871.5,20.3, 1 126.3, 22 856.4,4.1, 1 506.1,25.2, 6 049.6,6.3,4.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2008,MF,  399.0, 1 877.1,21.3, 1 292.9, 23 219.5,3.8, 1 691.9,23.6, 6 069.5,6.6,5.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2009,MF,  449.9, 1 768.5,25.4, 1 495.0, 23 201.301,3.9, 1 944.9,23.1, 6 081.0,7.4,6.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
IT,Italy,2010,MF,  479.7, 1 723.0,27.8, 1 622.7, 23 251.699,4.0, 2 102.4,22.8, 6 070.1,7.9,7.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
JM,Jamaica,1980,MF,  140.6,,,  121.4,,,  262.0,53.7,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1981,MF,  142.4,  315.3,45.2,  113.5,  707.6,2.8,  255.9,55.6,  531.9,26.8,16.0,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1982,MF,  159.0,  326.6,48.7,  119.8,  716.8,2.9,  278.8,57.0,  520.1,30.6,16.7,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1983,MF,  145.3,,,  120.9,,,  266.2,54.6,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1984,MF,  146.2,,,  120.8,,,  267.0,54.8,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1985,MF,  147.2,,,  113.8,,,  261.0,56.4,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1986,MF,  136.0,,,  114.7,,,  250.7,54.2,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1987,MF,  123.6,,,  101.0,,,  224.6,55.0,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1988,MF,  119.2,,,  84.1,,,  203.3,58.6,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1989,MF,  103.6,,,  73.8,,,  177.4,58.4,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1990,MF,  99.5,  313.3,31.8,  67.1,  746.8,3.5,  166.6,59.7,  576.4,17.3,9.0,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1991 b,MF,  92.5,  307.0,30.1,  72.4,  765.6,3.2,  164.9,56.1,,,9.5,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1992,MF,  83.8,  296.4,28.3,  85.3,  778.5,2.6,  169.1,49.6,,,11.0,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1993,MF,  89.0,  301.7,29.5,  87.7,  781.4,2.6,  176.7,50.4,,,11.2,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1994,MF,  82.3,  301.4,27.3,  85.1,  789.2,2.5,  167.4,49.2,,,10.8,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1995,MF,  104.8,  307.0,34.1,  82.0,  843.1,3.5,  186.8,56.1,,,9.7,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1996,MF,  102.7,  298.4,34.4,  80.3,  844.4,3.6,  183.0,56.1,,,9.5,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1997,MF,  97.2,  290.6,33.4,  89.7,  843.3,3.1,  186.9,52.0,,,10.6,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1998,MF,  94.0,  282.0,33.3,  81.0,  846.8,3.5,  175.0,53.7,,,9.6,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,1999,MF,  92.1,  270.9,34.0,  83.2,  848.2,3.5,  175.3,52.5,,,9.8,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2000,MF,  84.4,  263.0,32.1,  87.4,  842.0,3.1,  171.8,49.1,,,10.4,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2001,MF,  84.1,  255.0,33.0,  81.3,  850.0,3.4,  165.4,50.8,,,9.6,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2002,MF,  81.5,  265.0,30.8,  88.6,  860.0,3.0,  170.1,47.9,,,10.3,CARIBBEAN,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2003 b,MF,  51.6,  242.8,21.3,  77.3,  855.5,2.4,  128.9,40.0,  603.7,8.5,9.0,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2004,MF,  58.7,  209.0,28.1,  78.1,  986.6,3.5,  136.8,42.9,  529.9,11.1,7.9,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2005,MF,  54.4,,,  79.6,,,  134.0,40.6,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2006,MF,  46.0,,,  73.6,,,  119.6,38.5,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2007,MF,  46.0,,,  73.4,,,  119.4,38.5,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
JM,Jamaica,2008 b,MF,  49.8,  192.425,25.9,  87.525, 1 107.125,3.3,  137.325,36.3,  513.075,9.7,7.9,NSO,LFS,T,Youth: 15-24; Adult: 25+,
JM,Jamaica,2009,MF,  46.7,  172.35,27.1,  97.65, 1 098.1,3.0,  144.35,32.4,  511.425,9.1,8.9,NSO,LFS,T,Youth: 15-24; Adult: 25+,
JP,Japan,1980,MF,  250.0, 6 990.0,3.6,  890.0, 49 510.0,2.0, 1 140.0,21.9, 16 120.0,1.6,1.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1981,MF,  280.0, 6 980.0,4.0, 1 020.0, 50 080.0,2.0, 1 300.0,21.5, 16 060.0,1.7,2.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1982,MF,  275.0, 7 020.0,3.9, 1 050.0, 50 790.0,1.9, 1 325.0,20.8, 16 190.0,1.7,2.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1983,MF,  330.0, 7 290.0,4.5, 1 240.0, 51 600.0,1.9, 1 570.0,21.0, 16 500.0,2.0,2.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1984,MF,  360.0, 7 340.0,4.9, 1 230.0, 51 960.0,2.1, 1 590.0,22.6, 16 770.0,2.1,2.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1985,MF,  350.0, 7 330.0,4.8, 1 220.0, 52 310.0,2.0, 1 570.0,22.3, 17 100.0,2.0,2.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1986,MF,  390.0, 7 550.0,5.2, 1 270.0, 52 660.0,2.1, 1 660.0,23.5, 17 500.0,2.2,2.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1987,MF,  400.0, 7 640.0,5.2, 1 350.0, 53 200.0,2.1, 1 750.0,22.9, 17 930.0,2.2,2.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1988,MF,  380.0, 7 830.0,4.9, 1 180.0, 53 830.0,2.2, 1 560.0,24.4, 18 370.0,2.1,2.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1989,MF,  360.0, 8 080.0,4.5, 1 050.0, 54 600.0,2.3, 1 410.0,25.5, 18 740.0,1.9,1.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1990,MF,  360.0, 8 340.0,4.3,  980.0, 55 610.0,2.4, 1 340.0,26.9, 18 920.0,1.9,1.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1991,MF,  390.0, 8 740.0,4.5,  950.0, 56 330.0,2.6, 1 340.0,29.1, 19 240.0,2.0,1.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1992,MF,  390.0, 8 950.0,4.4, 1 030.0, 56 850.0,2.4, 1 420.0,27.5, 19 210.0,2.0,1.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1993,MF,  460.0, 9 010.0,5.1, 1 220.0, 57 160.0,2.4, 1 680.0,27.4, 19 100.0,2.4,2.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1994,MF,  490.0, 8 990.0,5.5, 1 430.0, 57 450.0,2.2, 1 920.0,25.5, 18 890.0,2.6,2.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1995,MF,  540.0, 8 860.0,6.1, 1 560.0, 57 800.0,2.3, 2 100.0,25.7, 18 600.0,2.9,2.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1996,MF,  590.0, 8 770.0,6.7, 1 680.0, 58 330.0,2.3, 2 270.0,26.0, 18 170.0,3.2,2.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1997,MF,  570.0, 8 580.0,6.6, 1 720.0, 59 290.0,2.3, 2 290.0,24.9, 17 670.0,3.2,2.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1998,MF,  640.0, 8 290.0,7.7, 2 130.0, 59 630.0,2.2, 2 770.0,23.1, 17 160.0,3.7,3.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,1999,MF,  730.0, 7 870.0,9.3, 2 440.0, 59 910.0,2.3, 3 170.0,23.0, 16 660.0,4.4,4.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2000,MF,  700.0, 7 610.0,9.2, 2 530.0, 60 050.0,2.2, 3 230.0,21.7, 16 180.0,4.3,4.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2001,MF,  710.0, 7 310.0,9.7, 2 690.0, 60 220.0,2.2, 3 400.0,20.9, 15 730.0,4.5,4.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2002,MF,  700.0, 6 950.0,10.1, 2 900.0, 59 930.0,2.1, 3 600.0,19.4, 15 300.0,4.6,4.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2003,MF,  680.0, 6 700.0,10.1, 2 800.0, 59 960.0,2.2, 3 480.0,19.5, 14 930.0,4.6,4.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2004,MF,  610.0, 6 440.0,9.5, 2 500.0, 59 950.0,2.3, 3 110.0,19.6, 14 580.0,4.2,4.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
JP,Japan,2005,MF,  550.0, 6 340.0,8.7, 2 380.0, 60 160.0,2.2, 2 930.0,18.8, 14 210.0,3.9,4.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of monthly estimates
